Historia,Estrellas,Promedio,Límite maximo,Límite mínimo,,,,Promedio,97.48647005
113,40,97.48647005,175.3022377,19.67070244,,,,,
114,93,97.48647005,175.3022377,19.67070244,,,,,
115,41,97.48647005,175.3022377,19.67070244,,,,,
116,128,97.48647005,175.3022377,19.67070244,,,,,
117,60,97.48647005,175.3022377,19.67070244,,,,,
118,32,97.48647005,175.3022377,19.67070244,,,,,
119,123,97.48647005,175.3022377,19.67070244,,,,,
120,43,97.48647005,175.3022377,19.67070244,,,,,
121,26,97.48647005,175.3022377,19.67070244,,,,,
122,67,97.48647005,175.3022377,19.67070244,,,,,
123,14,97.48647005,175.3022377,19.67070244,,,,,
124,28,97.48647005,175.3022377,19.67070244,,,,,
125,120,97.48647005,175.3022377,19.67070244,,,,,
126,94,97.48647005,175.3022377,19.67070244,,,,,
127,25,97.48647005,175.3022377,19.67070244,,,,,
128,44,97.48647005,175.3022377,19.67070244,,,,,
129,28,97.48647005,175.3022377,19.67070244,,,,,
130,182,97.48647005,175.3022377,19.67070244,,,,,
131,71,97.48647005,175.3022377,19.67070244,,,,,
132,18,97.48647005,175.3022377,19.67070244,,,,,
133,126,97.48647005,175.3022377,19.67070244,,,,,
134,25,97.48647005,175.3022377,19.67070244,,,,,
135,16,97.48647005,175.3022377,19.67070244,,,,,
136,12,97.48647005,175.3022377,19.67070244,,,,,
137,143,97.48647005,175.3022377,19.67070244,,,,,
138,34,97.48647005,175.3022377,19.67070244,,,,,
139,166,97.48647005,175.3022377,19.67070244,,,,,
140,67,97.48647005,175.3022377,19.67070244,,,,,
141,25,97.48647005,175.3022377,19.67070244,,,,,
142,81,97.48647005,175.3022377,19.67070244,,,,,
143,78,97.48647005,175.3022377,19.67070244,,,,,
144,217,97.48647005,175.3022377,19.67070244,,,,,
145,89,97.48647005,175.3022377,19.67070244,,,,,
146,26,97.48647005,175.3022377,19.67070244,,,,,
147,72,97.48647005,175.3022377,19.67070244,,,,,
148,25,97.48647005,175.3022377,19.67070244,,,,,
149,51,97.48647005,175.3022377,19.67070244,,,,,
150,24,97.48647005,175.3022377,19.67070244,,,,,
151,23,97.48647005,175.3022377,19.67070244,,,,,
152,21,97.48647005,175.3022377,19.67070244,,,,,
153,43,97.48647005,175.3022377,19.67070244,,,,,
154,80,97.48647005,175.3022377,19.67070244,,,,,
155,113,97.48647005,175.3022377,19.67070244,,,,,
156,55,97.48647005,175.3022377,19.67070244,,,,,
157,26,97.48647005,175.3022377,19.67070244,,,,,
158,82,97.48647005,175.3022377,19.67070244,,,,,
159,16,97.48647005,175.3022377,19.67070244,,,,,
160,183,97.48647005,175.3022377,19.67070244,,,,,
161,58,97.48647005,175.3022377,19.67070244,,,,,
162,41,97.48647005,175.3022377,19.67070244,,,,,
163,74,97.48647005,175.3022377,19.67070244,,,,,
164,250,97.48647005,175.3022377,19.67070244,,,,,
165,13,97.48647005,175.3022377,19.67070244,,,,,
166,7,97.48647005,175.3022377,19.67070244,,,,,
167,147,97.48647005,175.3022377,19.67070244,,,,,
168,66,97.48647005,175.3022377,19.67070244,,,,,
169,45,97.48647005,175.3022377,19.67070244,,,,,
170,101,97.48647005,175.3022377,19.67070244,,,,,
171,39,97.48647005,175.3022377,19.67070244,,,,,
172,111,97.48647005,175.3022377,19.67070244,,,,,
173,71,97.48647005,175.3022377,19.67070244,,,,,
174,25,97.48647005,175.3022377,19.67070244,,,,,
175,159,97.48647005,175.3022377,19.67070244,,,,,
176,34,97.48647005,175.3022377,19.67070244,,,,,
177,36,97.48647005,175.3022377,19.67070244,,,,,
178,35,97.48647005,175.3022377,19.67070244,,,,,
179,123,97.48647005,175.3022377,19.67070244,,,,,
180,46,97.48647005,175.3022377,19.67070244,,,,,
181,117,97.48647005,175.3022377,19.67070244,,,,,
182,39,97.48647005,175.3022377,19.67070244,,,,,
183,131,97.48647005,175.3022377,19.67070244,,,,,
184,36,97.48647005,175.3022377,19.67070244,,,,,
185,42,97.48647005,175.3022377,19.67070244,,,,,
186,27,97.48647005,175.3022377,19.67070244,,,,,
187,37,97.48647005,175.3022377,19.67070244,,,,,
188,187,97.48647005,175.3022377,19.67070244,,,,,
189,19,97.48647005,175.3022377,19.67070244,,,,,
190,126,97.48647005,175.3022377,19.67070244,,,,,
191,35,97.48647005,175.3022377,19.67070244,,,,,
192,54,97.48647005,175.3022377,19.67070244,,,,,
193,115,97.48647005,175.3022377,19.67070244,,,,,
194,100,97.48647005,175.3022377,19.67070244,,,,,
195,92,97.48647005,175.3022377,19.67070244,,,,,
196,125,97.48647005,175.3022377,19.67070244,,,,,
197,59,97.48647005,175.3022377,19.67070244,,,,,
198,139,97.48647005,175.3022377,19.67070244,,,,,
199,39,97.48647005,175.3022377,19.67070244,,,,,
200,17,97.48647005,175.3022377,19.67070244,,,,,
201,138,97.48647005,175.3022377,19.67070244,,,,,
202,131,97.48647005,175.3022377,19.67070244,,,,,
203,38,97.48647005,175.3022377,19.67070244,,,,,
204,105,97.48647005,175.3022377,19.67070244,,,,,
205,60,97.48647005,175.3022377,19.67070244,,,,,
206,31,97.48647005,175.3022377,19.67070244,,,,,
207,70,97.48647005,175.3022377,19.67070244,,,,,
208,207,97.48647005,175.3022377,19.67070244,,,,,
209,38,97.48647005,175.3022377,19.67070244,,,,,
210,271,97.48647005,175.3022377,19.67070244,,,,,
211,22,97.48647005,175.3022377,19.67070244,,,,,
212,117,97.48647005,175.3022377,19.67070244,,,,,
213,164,97.48647005,175.3022377,19.67070244,,,,,
214,70,97.48647005,175.3022377,19.67070244,,,,,
215,173,97.48647005,175.3022377,19.67070244,,,,,
216,35,97.48647005,175.3022377,19.67070244,,,,,
217,37,97.48647005,175.3022377,19.67070244,,,,,
218,11,97.48647005,175.3022377,19.67070244,,,,,
219,157,97.48647005,175.3022377,19.67070244,,,,,
220,104,97.48647005,175.3022377,19.67070244,,,,,
221,64,97.48647005,175.3022377,19.67070244,,,,,
222,96,97.48647005,175.3022377,19.67070244,,,,,
223,17,97.48647005,175.3022377,19.67070244,,,,,
224,104,97.48647005,175.3022377,19.67070244,,,,,
225,226,97.48647005,175.3022377,19.67070244,,,,,
226,58,97.48647005,175.3022377,19.67070244,,,,,
227,224,97.48647005,175.3022377,19.67070244,,,,,
228,67,97.48647005,175.3022377,19.67070244,,,,,
229,34,97.48647005,175.3022377,19.67070244,,,,,
230,171,97.48647005,175.3022377,19.67070244,,,,,
231,97,97.48647005,175.3022377,19.67070244,,,,,
232,76,97.48647005,175.3022377,19.67070244,,,,,
233,158,97.48647005,175.3022377,19.67070244,,,,,
234,50,97.48647005,175.3022377,19.67070244,,,,,
235,24,97.48647005,175.3022377,19.67070244,,,,,
236,119,97.48647005,175.3022377,19.67070244,,,,,
237,94,97.48647005,175.3022377,19.67070244,,,,,
238,83,97.48647005,175.3022377,19.67070244,,,,,
239,132,97.48647005,175.3022377,19.67070244,,,,,
240,23,97.48647005,175.3022377,19.67070244,,,,,
241,57,97.48647005,175.3022377,19.67070244,,,,,
242,49,97.48647005,175.3022377,19.67070244,,,,,
243,56,97.48647005,175.3022377,19.67070244,,,,,
244,74,97.48647005,175.3022377,19.67070244,,,,,
245,44,97.48647005,175.3022377,19.67070244,,,,,
246,120,97.48647005,175.3022377,19.67070244,,,,,
247,24,97.48647005,175.3022377,19.67070244,,,,,
248,55,97.48647005,175.3022377,19.67070244,,,,,
249,70,97.48647005,175.3022377,19.67070244,,,,,
250,39,97.48647005,175.3022377,19.67070244,,,,,
251,54,97.48647005,175.3022377,19.67070244,,,,,
252,8,97.48647005,175.3022377,19.67070244,,,,,
253,227,97.48647005,175.3022377,19.67070244,,,,,
254,62,97.48647005,175.3022377,19.67070244,,,,,
255,37,97.48647005,175.3022377,19.67070244,,,,,
256,31,97.48647005,175.3022377,19.67070244,,,,,
257,212,97.48647005,175.3022377,19.67070244,,,,,
258,83,97.48647005,175.3022377,19.67070244,,,,,
259,14,97.48647005,175.3022377,19.67070244,,,,,
260,132,97.48647005,175.3022377,19.67070244,,,,,
261,255,97.48647005,175.3022377,19.67070244,,,,,
262,125,97.48647005,175.3022377,19.67070244,,,,,
263,57,97.48647005,175.3022377,19.67070244,,,,,
264,32,97.48647005,175.3022377,19.67070244,,,,,
265,49,97.48647005,175.3022377,19.67070244,,,,,
266,18,97.48647005,175.3022377,19.67070244,,,,,
267,121,97.48647005,175.3022377,19.67070244,,,,,
268,50,97.48647005,175.3022377,19.67070244,,,,,
269,119,97.48647005,175.3022377,19.67070244,,,,,
270,31,97.48647005,175.3022377,19.67070244,,,,,
271,10,97.48647005,175.3022377,19.67070244,,,,,
272,128,97.48647005,175.3022377,19.67070244,,,,,
273,71,97.48647005,175.3022377,19.67070244,,,,,
274,73,97.48647005,175.3022377,19.67070244,,,,,
275,63,97.48647005,175.3022377,19.67070244,,,,,
276,24,97.48647005,175.3022377,19.67070244,,,,,
277,183,97.48647005,175.3022377,19.67070244,,,,,
278,39,97.48647005,175.3022377,19.67070244,,,,,
279,215,97.48647005,175.3022377,19.67070244,,,,,
280,61,97.48647005,175.3022377,19.67070244,,,,,
281,22,97.48647005,175.3022377,19.67070244,,,,,
282,203,97.48647005,175.3022377,19.67070244,,,,,
283,188,97.48647005,175.3022377,19.67070244,,,,,
284,44,97.48647005,175.3022377,19.67070244,,,,,
285,743,97.48647005,175.3022377,19.67070244,,,,,
286,113,97.48647005,175.3022377,19.67070244,,,,,
287,50,97.48647005,175.3022377,19.67070244,,,,,
288,55,97.48647005,175.3022377,19.67070244,,,,,
289,26,97.48647005,175.3022377,19.67070244,,,,,
290,27,97.48647005,175.3022377,19.67070244,,,,,
291,19,97.48647005,175.3022377,19.67070244,,,,,
292,12,97.48647005,175.3022377,19.67070244,,,,,
293,67,97.48647005,175.3022377,19.67070244,,,,,
294,232,97.48647005,175.3022377,19.67070244,,,,,
295,53,97.48647005,175.3022377,19.67070244,,,,,
296,50,97.48647005,175.3022377,19.67070244,,,,,
297,56,97.48647005,175.3022377,19.67070244,,,,,
298,274,97.48647005,175.3022377,19.67070244,,,,,
299,165,97.48647005,175.3022377,19.67070244,,,,,
300,48,97.48647005,175.3022377,19.67070244,,,,,
301,120,97.48647005,175.3022377,19.67070244,,,,,
302,174,97.48647005,175.3022377,19.67070244,,,,,
303,107,97.48647005,175.3022377,19.67070244,,,,,
304,67,97.48647005,175.3022377,19.67070244,,,,,
305,25,97.48647005,175.3022377,19.67070244,,,,,
306,10,97.48647005,175.3022377,19.67070244,,,,,
307,88,97.48647005,175.3022377,19.67070244,,,,,
308,101,97.48647005,175.3022377,19.67070244,,,,,
309,79,97.48647005,175.3022377,19.67070244,,,,,
310,123,97.48647005,175.3022377,19.67070244,,,,,
311,73,97.48647005,175.3022377,19.67070244,,,,,
312,216,97.48647005,175.3022377,19.67070244,,,,,
313,44,97.48647005,175.3022377,19.67070244,,,,,
314,122,97.48647005,175.3022377,19.67070244,,,,,
315,34,97.48647005,175.3022377,19.67070244,,,,,
316,275,97.48647005,175.3022377,19.67070244,,,,,
317,55,97.48647005,175.3022377,19.67070244,,,,,
318,27,97.48647005,175.3022377,19.67070244,,,,,
319,65,97.48647005,175.3022377,19.67070244,,,,,
320,254,97.48647005,175.3022377,19.67070244,,,,,
321,66,97.48647005,175.3022377,19.67070244,,,,,
322,53,97.48647005,175.3022377,19.67070244,,,,,
323,301,97.48647005,175.3022377,19.67070244,,,,,
324,89,97.48647005,175.3022377,19.67070244,,,,,
325,44,97.48647005,175.3022377,19.67070244,,,,,
326,75,97.48647005,175.3022377,19.67070244,,,,,
327,14,97.48647005,175.3022377,19.67070244,,,,,
328,63,97.48647005,175.3022377,19.67070244,,,,,
329,16,97.48647005,175.3022377,19.67070244,,,,,
330,213,97.48647005,175.3022377,19.67070244,,,,,
331,59,97.48647005,175.3022377,19.67070244,,,,,
332,25,97.48647005,175.3022377,19.67070244,,,,,
333,177,97.48647005,175.3022377,19.67070244,,,,,
334,66,97.48647005,175.3022377,19.67070244,,,,,
335,52,97.48647005,175.3022377,19.67070244,,,,,
336,31,97.48647005,175.3022377,19.67070244,,,,,
337,113,97.48647005,175.3022377,19.67070244,,,,,
338,42,97.48647005,175.3022377,19.67070244,,,,,
339,220,97.48647005,175.3022377,19.67070244,,,,,
340,50,97.48647005,175.3022377,19.67070244,,,,,
341,22,97.48647005,175.3022377,19.67070244,,,,,
342,175,97.48647005,175.3022377,19.67070244,,,,,
343,116,97.48647005,175.3022377,19.67070244,,,,,
344,29,97.48647005,175.3022377,19.67070244,,,,,
345,203,97.48647005,175.3022377,19.67070244,,,,,
346,87,97.48647005,175.3022377,19.67070244,,,,,
347,29,97.48647005,175.3022377,19.67070244,,,,,
348,254,97.48647005,175.3022377,19.67070244,,,,,
349,46,97.48647005,175.3022377,19.67070244,,,,,
350,19,97.48647005,175.3022377,19.67070244,,,,,
351,154,97.48647005,175.3022377,19.67070244,,,,,
352,111,97.48647005,175.3022377,19.67070244,,,,,
353,68,97.48647005,175.3022377,19.67070244,,,,,
354,44,97.48647005,175.3022377,19.67070244,,,,,
355,166,97.48647005,175.3022377,19.67070244,,,,,
356,58,97.48647005,175.3022377,19.67070244,,,,,
357,32,97.48647005,175.3022377,19.67070244,,,,,
358,46,97.48647005,175.3022377,19.67070244,,,,,
359,26,97.48647005,175.3022377,19.67070244,,,,,
360,48,97.48647005,175.3022377,19.67070244,,,,,
361,7,97.48647005,175.3022377,19.67070244,,,,,
362,41,97.48647005,175.3022377,19.67070244,,,,,
363,31,97.48647005,175.3022377,19.67070244,,,,,
364,32,97.48647005,175.3022377,19.67070244,,,,,
365,20,97.48647005,175.3022377,19.67070244,,,,,
366,131,97.48647005,175.3022377,19.67070244,,,,,
367,43,97.48647005,175.3022377,19.67070244,,,,,
368,29,97.48647005,175.3022377,19.67070244,,,,,
369,72,97.48647005,175.3022377,19.67070244,,,,,
370,131,97.48647005,175.3022377,19.67070244,,,,,
371,146,97.48647005,175.3022377,19.67070244,,,,,
372,84,97.48647005,175.3022377,19.67070244,,,,,
373,147,97.48647005,175.3022377,19.67070244,,,,,
374,14,97.48647005,175.3022377,19.67070244,,,,,
375,35,97.48647005,175.3022377,19.67070244,,,,,
376,56,97.48647005,175.3022377,19.67070244,,,,,
377,37,97.48647005,175.3022377,19.67070244,,,,,
378,338,97.48647005,175.3022377,19.67070244,,,,,
379,114,97.48647005,175.3022377,19.67070244,,,,,
380,64,97.48647005,175.3022377,19.67070244,,,,,
381,208,97.48647005,175.3022377,19.67070244,,,,,
382,58,97.48647005,175.3022377,19.67070244,,,,,
383,35,97.48647005,175.3022377,19.67070244,,,,,
384,13,97.48647005,175.3022377,19.67070244,,,,,
385,160,97.48647005,175.3022377,19.67070244,,,,,
386,84,97.48647005,175.3022377,19.67070244,,,,,
387,55,97.48647005,175.3022377,19.67070244,,,,,
388,286,97.48647005,175.3022377,19.67070244,,,,,
389,34,97.48647005,175.3022377,19.67070244,,,,,
390,31,97.48647005,175.3022377,19.67070244,,,,,
391,89,97.48647005,175.3022377,19.67070244,,,,,
392,301,97.48647005,175.3022377,19.67070244,,,,,
393,180,97.48647005,175.3022377,19.67070244,,,,,
394,18,97.48647005,175.3022377,19.67070244,,,,,
395,271,97.48647005,175.3022377,19.67070244,,,,,
396,94,97.48647005,175.3022377,19.67070244,,,,,
397,32,97.48647005,175.3022377,19.67070244,,,,,
398,83,97.48647005,175.3022377,19.67070244,,,,,
399,29,97.48647005,175.3022377,19.67070244,,,,,
400,58,97.48647005,175.3022377,19.67070244,,,,,
401,237,97.48647005,175.3022377,19.67070244,,,,,
402,79,97.48647005,175.3022377,19.67070244,,,,,
403,24,97.48647005,175.3022377,19.67070244,,,,,
404,121,97.48647005,175.3022377,19.67070244,,,,,
405,31,97.48647005,175.3022377,19.67070244,,,,,
406,18,97.48647005,175.3022377,19.67070244,,,,,
407,51,97.48647005,175.3022377,19.67070244,,,,,
408,66,97.48647005,175.3022377,19.67070244,,,,,
409,42,97.48647005,175.3022377,19.67070244,,,,,
410,172,97.48647005,175.3022377,19.67070244,,,,,
411,27,97.48647005,175.3022377,19.67070244,,,,,
412,130,97.48647005,175.3022377,19.67070244,,,,,
413,52,97.48647005,175.3022377,19.67070244,,,,,
414,21,97.48647005,175.3022377,19.67070244,,,,,
415,58,97.48647005,175.3022377,19.67070244,,,,,
416,107,97.48647005,175.3022377,19.67070244,,,,,
417,87,97.48647005,175.3022377,19.67070244,,,,,
418,57,97.48647005,175.3022377,19.67070244,,,,,
419,124,97.48647005,175.3022377,19.67070244,,,,,
420,100,97.48647005,175.3022377,19.67070244,,,,,
421,60,97.48647005,175.3022377,19.67070244,,,,,
422,269,97.48647005,175.3022377,19.67070244,,,,,
423,18,97.48647005,175.3022377,19.67070244,,,,,
424,55,97.48647005,175.3022377,19.67070244,,,,,
425,213,97.48647005,175.3022377,19.67070244,,,,,
426,223,97.48647005,175.3022377,19.67070244,,,,,
427,204,97.48647005,175.3022377,19.67070244,,,,,
428,54,97.48647005,175.3022377,19.67070244,,,,,
429,218,97.48647005,175.3022377,19.67070244,,,,,
430,163,97.48647005,175.3022377,19.67070244,,,,,
431,32,97.48647005,175.3022377,19.67070244,,,,,
432,39,97.48647005,175.3022377,19.67070244,,,,,
433,112,97.48647005,175.3022377,19.67070244,,,,,
434,53,97.48647005,175.3022377,19.67070244,,,,,
435,78,97.48647005,175.3022377,19.67070244,,,,,
436,172,97.48647005,175.3022377,19.67070244,,,,,
437,77,97.48647005,175.3022377,19.67070244,,,,,
438,31,97.48647005,175.3022377,19.67070244,,,,,
439,148,97.48647005,175.3022377,19.67070244,,,,,
440,86,97.48647005,175.3022377,19.67070244,,,,,
441,11,97.48647005,175.3022377,19.67070244,,,,,
442,215,97.48647005,175.3022377,19.67070244,,,,,
443,110,97.48647005,175.3022377,19.67070244,,,,,
444,59,97.48647005,175.3022377,19.67070244,,,,,
445,48,97.48647005,175.3022377,19.67070244,,,,,
446,45,97.48647005,175.3022377,19.67070244,,,,,
447,172,97.48647005,175.3022377,19.67070244,,,,,
448,66,97.48647005,175.3022377,19.67070244,,,,,
449,228,97.48647005,175.3022377,19.67070244,,,,,
450,138,97.48647005,175.3022377,19.67070244,,,,,
451,73,97.48647005,175.3022377,19.67070244,,,,,
452,144,97.48647005,175.3022377,19.67070244,,,,,
453,37,97.48647005,175.3022377,19.67070244,,,,,
454,287,97.48647005,175.3022377,19.67070244,,,,,
455,93,97.48647005,175.3022377,19.67070244,,,,,
456,36,97.48647005,175.3022377,19.67070244,,,,,
457,184,97.48647005,175.3022377,19.67070244,,,,,
458,144,97.48647005,175.3022377,19.67070244,,,,,
459,71,97.48647005,175.3022377,19.67070244,,,,,
460,293,97.48647005,175.3022377,19.67070244,,,,,
461,84,97.48647005,175.3022377,19.67070244,,,,,
462,35,97.48647005,175.3022377,19.67070244,,,,,
463,27,97.48647005,175.3022377,19.67070244,,,,,
464,130,97.48647005,175.3022377,19.67070244,,,,,
465,58,97.48647005,175.3022377,19.67070244,,,,,
466,102,97.48647005,175.3022377,19.67070244,,,,,
467,168,97.48647005,175.3022377,19.67070244,,,,,
468,197,97.48647005,175.3022377,19.67070244,,,,,
469,79,97.48647005,175.3022377,19.67070244,,,,,
470,69,97.48647005,175.3022377,19.67070244,,,,,
471,138,97.48647005,175.3022377,19.67070244,,,,,
472,118,97.48647005,175.3022377,19.67070244,,,,,
473,39,97.48647005,175.3022377,19.67070244,,,,,
474,116,97.48647005,175.3022377,19.67070244,,,,,
475,50,97.48647005,175.3022377,19.67070244,,,,,
476,233,97.48647005,175.3022377,19.67070244,,,,,
477,60,97.48647005,175.3022377,19.67070244,,,,,
478,46,97.48647005,175.3022377,19.67070244,,,,,
479,22,97.48647005,175.3022377,19.67070244,,,,,
480,168,97.48647005,175.3022377,19.67070244,,,,,
481,38,97.48647005,175.3022377,19.67070244,,,,,
482,33,97.48647005,175.3022377,19.67070244,,,,,
483,216,97.48647005,175.3022377,19.67070244,,,,,
484,121,97.48647005,175.3022377,19.67070244,,,,,
485,44,97.48647005,175.3022377,19.67070244,,,,,
486,238,97.48647005,175.3022377,19.67070244,,,,,
487,59,97.48647005,175.3022377,19.67070244,,,,,
488,204,97.48647005,175.3022377,19.67070244,,,,,
489,302,97.48647005,175.3022377,19.67070244,,,,,
490,25,97.48647005,175.3022377,19.67070244,,,,,
491,21,97.48647005,175.3022377,19.67070244,,,,,
492,11,97.48647005,175.3022377,19.67070244,,,,,
493,61,97.48647005,175.3022377,19.67070244,,,,,
494,35,97.48647005,175.3022377,19.67070244,,,,,
495,30,97.48647005,175.3022377,19.67070244,,,,,
496,79,97.48647005,175.3022377,19.67070244,,,,,
497,23,97.48647005,175.3022377,19.67070244,,,,,
498,11,97.48647005,175.3022377,19.67070244,,,,,
499,14,97.48647005,175.3022377,19.67070244,,,,,
500,9,97.48647005,175.3022377,19.67070244,,,,,
501,224,97.48647005,175.3022377,19.67070244,,,,,
502,85,97.48647005,175.3022377,19.67070244,,,,,
503,46,97.48647005,175.3022377,19.67070244,,,,,
504,28,97.48647005,175.3022377,19.67070244,,,,,
505,160,97.48647005,175.3022377,19.67070244,,,,,
506,22,97.48647005,175.3022377,19.67070244,,,,,
507,28,97.48647005,175.3022377,19.67070244,,,,,
508,267,97.48647005,175.3022377,19.67070244,,,,,
509,89,97.48647005,175.3022377,19.67070244,,,,,
510,44,97.48647005,175.3022377,19.67070244,,,,,
511,12,97.48647005,175.3022377,19.67070244,,,,,
512,39,97.48647005,175.3022377,19.67070244,,,,,
