88,-0.8808906674385071,88
83,-0.923237681388855,17
19,-0.8606891632080078,10
205,-0.99883633852005,10
55,-0.9357806444168092,10
232,-0.9858242273330688,12
67,-0.9219356775283812,3
12,-0.9971502423286438,13
66,-0.8995842933654785,5
166,-0.9967222809791564,31
38,-0.9945881366729736,7
25,-0.9987382292747498,14
63,-0.8482714295387268,16
58,-0.506436824798584,46
62,-0.998903512954712,9
331,-0.9989086389541626,25
21,-0.9463678002357484,12
21,-0.992270827293396,22
28,-0.9844436645507812,11
260,-0.9987056255340576,15
123,-0.9986520409584044,5
104,-0.8676553964614868,9
92,-0.98393976688385,16
210,-0.9391799569129944,9
90,-0.9867013096809388,72
15,-0.8663530349731445,10
196,-0.9831480979919434,19
84,-0.9986500144004822,9
172,-0.9972851276397704,11
61,-0.9775271415710448,10
50,-0.9899017810821532,40
8,-0.8340151906013489,12
195,-0.9522929787635804,15
48,-0.9830485582351683,18
136,-0.998164713382721,28
49,-0.5880618095397949,32
235,-0.9057403206825256,27
24,-0.9959874749183656,48
40,-0.9727043509483336,26
127,-0.9839194416999816,15
132,-0.9933854937553406,13
30,-0.948066473007202,24
194,-0.9856539368629456,17
82,-0.998538374900818,9
50,-0.9933435916900636,21
49,-0.5625591278076172,8
229,-0.9992498755455016,13
62,-0.628737211227417,13
53,-0.99872487783432,9
108,-0.5590556859970093,20
144,-0.5610840320587158,51
84,-0.9992861151695251,17
70,-0.9287614822387696,33
190,-0.998152792453766,17
92,-0.8217594027519226,39
34,-0.616654098033905,13
32,-0.9711779952049256,19
245,-0.5625346302986145,26
81,-0.997238039970398,19
20,-0.8842144608497621,40
14,-0.6121716499328613,22
48,-0.9961155652999878,32
165,-0.9773930907249452,25
123,-0.7866383790969849,9
22,-0.9086421728134156,41
54,-0.9971264004707336,18
36,-0.5475187301635742,58
80,-0.8268229961395264,23
202,-0.9823103547096252,7
174,-0.6184560656547546,17
55,-0.8920819759368896,33
46,-0.8914257884025574,8
64,-0.5852344632148743,12
70,-0.9974236488342284,40
45,-0.9986673593521118,26
141,-0.9498763680458068,15
57,-0.946974515914917,12
33,-0.6507710218429565,21
101,-0.760783314704895,32
19,-0.8651618957519531,14
54,-0.9876071810722352,9
179,-0.9925668239593506,42
61,-0.8535926938056946,39
38,-0.9851072430610656,18
120,-0.9979546070098876,19
86,-0.9991611242294312,37
41,-0.98774391412735,17
123,-0.999152898788452,11
114,-0.9892414212226868,29
22,-0.9960449337959291,47
21,-0.99833482503891,29
158,-0.6512117981910706,24
29,-0.9980149269104004,12
25,-0.9671982526779176,36
50,-0.8679584264755249,52
49,-0.9986677169799804,18
134,-0.9986156225204468,18
44,-0.9006950259208679,24
193,-0.9924721717834472,28
13,-0.989566445350647,13
169,-0.991788685321808,48
23,-0.9795290231704712,12
19,-0.6646901965141296,17
10,-0.5956020951271057,14
31,-0.9641302227973938,16
184,-0.5162767767906189,12
115,-0.9934154748916626,15
37,-0.8693020343780518,15
85,-0.9964954257011414,46
174,-0.9981328845024108,15
26,-0.9930205941200256,14
49,-0.9736764430999756,18
40,-0.9979865550994872,25
185,-0.6277438998222351,16
64,-0.99390310049057,47
73,-0.9766398668289183,31
48,-0.9664276838302612,21
123,-0.9915356636047364,14
36,-0.9699641466140748,55
30,-0.9986948370933532,6
158,-0.90825355052948,23
42,-0.9956541061401368,37
130,-0.9947288632392884,22
108,-0.9698227643966676,48
142,-0.6586921811103821,15
66,-0.9988076686859132,29
159,-0.9723839759826659,9
69,-0.8488617539405823,29
154,-0.9500389099121094,46
61,-0.9933937191963196,19
156,-0.999140739440918,7
88,-0.9986348748207092,11
43,-0.9989150762557985,24
57,-0.9944326281547546,27
164,-0.998504877090454,23
59,-0.9903401732444764,28
38,-0.8488950729370117,37
40,-0.9983009696006776,20
64,-0.9987403750419616,32
54,-0.933432936668396,27
124,-0.9963656663894652,22
23,-0.9743111729621888,14
136,-0.9902329444885254,21
135,-0.996994972229004,29
23,-0.9975728392601012,33
145,-0.9967222809791564,23
132,-0.9973775148391724,18
22,-0.99777090549469,55
244,-0.6767273545265198,17
107,-0.9983857870101928,14
46,-0.998754382133484,15
150,-0.9812530875205994,9
39,-0.9984105825424194,16
148,-0.8767134547233582,23
12,-0.9986178874969482,52
46,-0.9934906959533693,16
226,-0.9969630837440492,36
69,-0.9982241988182068,6
216,-0.9630410075187684,19
33,-0.8507391810417175,23
138,-0.9979788661003112,26
29,-0.9966557025909424,14
153,-0.7475813031196594,23
30,-0.996042251586914,31
141,-0.9787117838859558,26
132,-0.990290343761444,20
76,-0.9991648197174072,19
27,-0.9925422668457032,30
79,-0.5326030850410461,32
139,-0.7240163087844849,11
56,-0.5525934100151062,18
26,-0.9796079397201538,32
184,-0.9984089732170104,21
124,-0.9990472197532654,15
152,-0.9952175617218018,21
58,-0.9883663058280944,27
29,-0.9976621866226196,7
144,-0.9970985651016236,21
62,-0.9886512756347656,21
172,-0.9607310891151428,23
113,-0.9691279530525208,32
31,-0.9986603260040284,27
5,-0.9982143640518188,26
3,-0.9915056824684144,57
150,-0.9988282322883606,15
121,-0.9990606904029846,23
19,-0.9988551139831544,55
127,-0.9949380159378052,44
68,-0.9984716773033142,10
48,-0.9983299374580384,23
64,-0.7198366522789001,30
32,-0.9959955215454102,12
12,-0.9931412339210509,22
53,-0.5658649802207947,22
199,-0.994821310043335,16
22,-0.9991173148155212,37
14,-0.9988136291503906,20
100,-0.990692675113678,49
74,-0.9880273342132568,57
112,-0.6132912039756775,34
27,-0.9913710355758668,37
55,-0.9803131222724916,8
63,-0.9678525924682616,54
77,-0.991800844669342,35
63,-0.9202741384506226,93
124,-0.9761451482772828,14
19,-0.9311034679412842,13
14,-0.994665265083313,10
129,-0.9991815686225892,19
99,-0.9991520643234252,10
32,-0.9861761927604676,35
197,-0.6359825134277344,9
139,-0.9451360702514648,53
60,-0.8501030802726746,36
77,-0.6275791525840759,21
38,-0.9041327834129332,16
27,-0.9618021845817566,10
43,-0.9975335597991944,41
269,-0.5732493996620178,11
48,-0.990131974220276,20
19,-0.957694172859192,16
370,-0.9990398287773132,24
47,-0.9948984980583192,74
30,-0.988588571548462,31
57,-0.84476637840271,6
295,-0.6745544075965881,23
234,-0.6636912822723389,23
42,-0.9613410234451294,17
50,-0.980014979839325,19
40,-0.9221743941307068,30
28,-0.988186538219452,10
216,-0.9903489351272584,92
59,-0.9978402853012084,40
119,-0.9433518052101136,21
206,-0.9919472336769104,20
92,-0.974847972393036,45
247,-0.995639443397522,11
47,-0.9934305548667908,11
26,-0.9905825853347778,67
371,-0.9988025426864624,18
43,-0.9990125894546508,50
27,-0.99932861328125,15
225,-0.9624906182289124,15
275,-0.9613896012306212,29
34,-0.9954213500022888,23
15,-0.9962230920791626,17
44,-0.9963446259498596,10
22,-0.9985820055007936,12
38,-0.9964852333068848,26
292,-0.9909640550613404,21
97,-0.9720247983932496,8
46,-0.9988563060760498,18
93,-0.9624625444412231,9
50,-0.9985650181770324,13
113,-0.9989573955535888,13
89,-0.9988737702369691,10
39,-0.99920254945755,12
142,-0.9937189817428588,21
133,-0.9626935124397278,20
31,-0.9990540146827698,4
84,-0.998789370059967,6
39,-0.9135998487472534,5
19,-0.9980175495147704,8
189,-0.8596982359886169,35
38,-0.9971049427986144,55
118,-0.9957247972488404,15
35,-0.9813697338104248,26
178,-0.6333897113800049,17
44,-0.9984408020973206,10
136,-0.9959742426872252,15
234,-0.6976619362831116,10
